a = 000fd750, b = 000fd750, Cin = 0, Cout = 0, S = 001faea0
a = aa21deaf, b = e1c38706, Cin = 0, Cout = 1, S = 8be565b5
a = aa21deaf, b = b4508388, Cin = 0, Cout = 1, S = 5e726237
a = aa21deaf, b = 2923b07c, Cin = 0, Cout = 0, S = d3458f2b
a = aa21deaf, b = 2e9feadc, Cin = 0, Cout = 0, S = d8c1c98b
a = aa21deaf, b = f3391327, Cin = 0, Cout = 1, S = 9d5af1d6
a = aa21deaf, b = 62fd14a5, Cin = 0, Cout = 1, S = 0d1ef354
a = aa21deaf, b = d0f29a5b, Cin = 0, Cout = 1, S = 7b14790a
a = aa21deaf, b = 2360e2c1, Cin = 0, Cout = 0, S = cd82c170
a = aa21deaf, b = be7fa709, Cin = 0, Cout = 1, S = 68a185b8
a = aa21deaf, b = 6cc8f43c, Cin = 0, Cout = 1, S = 16ead2eb
a = aa21deaf, b = 02bca031, Cin = 0, Cout = 0, S = acde7ee0
a = aa21deaf, b = a40a0df1, Cin = 0, Cout = 1, S = 4e2beca0
a = aa21deaf, b = b1921498, Cin = 0, Cout = 1, S = 5bb3f347
a = aa21deaf, b = 90de4f58, Cin = 0, Cout = 1, S = 3b002e07
a = aa21deaf, b = bbd44d10, Cin = 0, Cout = 1, S = 65f62bbf
a = aa21deaf, b = 641400b3, Cin = 0, Cout = 1, S = 0e35df62
a = aa21deaf, b = aadb2c18, Cin = 0, Cout = 1, S = 54fd0ac7
a = aa21deaf, b = 4b364f61, Cin = 0, Cout = 0, S = f5582e10
a = aa21deaf, b = 1430c55d, Cin = 0, Cout = 0, S = be52a40c
a = aa21deaf, b = 365a463f, Cin = 0, Cout = 0, S = e07c24ee
a = aa21deaf, b = 38e6d312, Cin = 0, Cout = 0, S = e308b1c1
a = aa21deaf, b = 4d9384e9, Cin = 0, Cout = 0, S = f7b56398
a = aa21deaf, b = 6e7969bb, Cin = 0, Cout = 1, S = 189b486a
a = aa21deaf, b = 5a0090e2, Cin = 0, Cout = 1, S = 04226f91
a = aa21deaf, b = f79548e7, Cin = 0, Cout = 1, S = a1b72796
a = aa21deaf, b = f8da31b7, Cin = 0, Cout = 1, S = a2fc1066
a = aa21deaf, b = d3f902b6, Cin = 0, Cout = 1, S = 7e1ae165
a = aa21deaf, b = 17479f9b, Cin = 0, Cout = 0, S = c1697e4a
a = aa21deaf, b = afe62522, Cin = 0, Cout = 1, S = 5a0803d1
a = aa21deaf, b = d6580ac2, Cin = 0, Cout = 1, S = 8079e971
a = aa21deaf, b = c7b09cf5, Cin = 0, Cout = 1, S = 71d27ba4
a = aa21deaf, b = d01b45ea, Cin = 0, Cout = 1, S = 7a3d2499
a = aa21deaf, b = 5bb4054a, Cin = 0, Cout = 1, S = 05d5e3f9
a = aa21deaf, b = 46cab7fb, Cin = 0, Cout = 0, S = f0ec96aa
a = aa21deaf, b = 01afc5f2, Cin = 0, Cout = 0, S = abd1a4a1
a = aa21deaf, b = d60ff0ae, Cin = 0, Cout = 1, S = 8031cf5d
a = aa21deaf, b = 1c48c2e0, Cin = 0, Cout = 0, S = c66aa18f
a = aa21deaf, b = 9136cd04, Cin = 0, Cout = 1, S = 3b58abb3
a = aa21deaf, b = 2a8a3b80, Cin = 0, Cout = 0, S = d4ac1a2f
a = aa21deaf, b = 4068f5de, Cin = 0, Cout = 0, S = ea8ad48d
a = aa21deaf, b = b469dcff, Cin = 0, Cout = 1, S = 5e8bbbae
a = aa21deaf, b = 1d62204b, Cin = 0, Cout = 0, S = c783fefa
a = aa21deaf, b = eba8454b, Cin = 0, Cout = 1, S = 95ca23fa
a = aa21deaf, b = ed8fc5f5, Cin = 0, Cout = 1, S = 97b1a4a4
a = aa21deaf, b = ec03ab1d, Cin = 0, Cout = 1, S = 962589cc
a = aa21deaf, b = 61c1a992, Cin = 0, Cout = 1, S = 0be38841
a = aa21deaf, b = 61a3a813, Cin = 0, Cout = 1, S = 0bc586c2
a = aa21deaf, b = 6faec648, Cin = 0, Cout = 1, S = 19d0a4f7
a = aa21deaf, b = 1f79af1d, Cin = 0, Cout = 0, S = c99b8dcc
a = aa21deaf, b = c76a69a5, Cin = 0, Cout = 1, S = 718c4854
a = aa21deaf, b = 308f4b4b, Cin = 0, Cout = 0, S = dab129fa
a = aa21deaf, b = 27f8eb5e, Cin = 0, Cout = 0, S = d21aca0d
a = aa21deaf, b = 3fdd76cc, Cin = 0, Cout = 0, S = e9ff557b
a = aa21deaf, b = 608e3420, Cin = 0, Cout = 1, S = 0ab012cf
a = aa21deaf, b = 16122bea, Cin = 0, Cout = 0, S = c0340a99
a = aa21deaf, b = 3a354c1e, Cin = 0, Cout = 0, S = e4572acd
a = aa21deaf, b = 001c91c2, Cin = 0, Cout = 0, S = aa3e7071
a = aa21deaf, b = 53a5f236, Cin = 0, Cout = 0, S = fdc7d0e5
a = aa21deaf, b = 21cc01c6, Cin = 0, Cout = 0, S = cbede075
a = aa21deaf, b = 6ae02c17, Cin = 0, Cout = 1, S = 15020ac6
a = aa21deaf, b = 3928c908, Cin = 0, Cout = 0, S = e34aa7b7
a = aa21deaf, b = 3cf312ca, Cin = 0, Cout = 0, S = e714f179
a = aa21deaf, b = c7f6d3dc, Cin = 0, Cout = 1, S = 7218b28b
a = aa21deaf, b = d231a019, Cin = 0, Cout = 1, S = 7c537ec8
a = 33b278c3, b = 000fd750, Cin = 0, Cout = 0, S = 33c25013
a = 33b278c3, b = 00046831, Cin = 0, Cout = 0, S = 33b6e0f4
a = 33b278c3, b = 000d8e15, Cin = 0, Cout = 0, S = 33c006d8
a = 33b278c3, b = aa21deaf, Cin = 0, Cout = 0, S = ddd45772
a = 33b278c3, b = 33b278c3, Cin = 0, Cout = 0, S = 6764f186
a = 33b278c3, b = 627ecaf3, Cin = 0, Cout = 0, S = 963143b6
a = 33b278c3, b = 34d72f2d, Cin = 0, Cout = 0, S = 6889a7f0
a = 33b278c3, b = e2e08ab9, Cin = 0, Cout = 1, S = 1693037c
a = 33b278c3, b = 2f2bb91f, Cin = 0, Cout = 0, S = 62de31e2
a = 33b278c3, b = 758e1030, Cin = 0, Cout = 0, S = a94088f3
a = 33b278c3, b = fb5d968d, Cin = 0, Cout = 1, S = 2f100f50
a = 33b278c3, b = 3e4aff0f, Cin = 0, Cout = 0, S = 71fd77d2
a = 33b278c3, b = ff2394c7, Cin = 0, Cout = 1, S = 32d60d8a
a = 33b278c3, b = ce62f445, Cin = 0, Cout = 1, S = 02156d08
a = 33b278c3, b = 52448c87, Cin = 0, Cout = 0, S = 85f7054a
a = 33b278c3, b = dbd68233, Cin = 0, Cout = 1, S = 0f88faf6
a = 33b278c3, b = 43612820, Cin = 0, Cout = 0, S = 7713a0e3
a = 33b278c3, b = ed72357f, Cin = 0, Cout = 1, S = 2124ae42
a = 33b278c3, b = c9cf911c, Cin = 0, Cout = 0, S = fd8209df
a = 33b278c3, b = f2332a08, Cin = 0, Cout = 1, S = 25e5a2cb
a = 33b278c3, b = 9a071031, Cin = 0, Cout = 0, S = cdb988f4
a = 33b278c3, b = ceda8cdd, Cin = 0, Cout = 1, S = 028d05a0
a = 33b278c3, b = 15f57248, Cin = 0, Cout = 0, S = 49a7eb0b
a = 33b278c3, b = 08e09e65, Cin = 0, Cout = 0, S = 3c931728
a = 33b278c3, b = 87cefc84, Cin = 0, Cout = 0, S = bb817547
a = 33b278c3, b = 17b0d618, Cin = 0, Cout = 0, S = 4b634edb
a = 33b278c3, b = dfaa6851, Cin = 0, Cout = 1, S = 135ce114
a = 33b278c3, b = ed3e55e9, Cin = 0, Cout = 1, S = 20f0ceac
a = 33b278c3, b = e3b77c09, Cin = 0, Cout = 1, S = 1769f4cc
a = 33b278c3, b = e8210362, Cin = 0, Cout = 1, S = 1bd37c25
a = 33b278c3, b = bf4a55f3, Cin = 0, Cout = 0, S = f2fcceb6
a = 33b278c3, b = 740ef8da, Cin = 0, Cout = 0, S = a7c1719d
a = 33b278c3, b = 9755e11a, Cin = 0, Cout = 0, S = cb0859dd
a = 33b278c3, b = 1d63ec61, Cin = 0, Cout = 0, S = 51166524
a = 33b278c3, b = 79260977, Cin = 0, Cout = 0, S = acd8823a
a = 33b278c3, b = 04095c7e, Cin = 0, Cout = 0, S = 37bbd541
a = 33b278c3, b = ea50f8c7, Cin = 0, Cout = 1, S = 1e03718a
a = 33b278c3, b = de4f6266, Cin = 0, Cout = 1, S = 1201db29
a = 33b278c3, b = f108a503, Cin = 0, Cout = 1, S = 24bb1dc6
a = 33b278c3, b = e1c38706, Cin = 0, Cout = 1, S = 1575ffc9
a = 33b278c3, b = b4508388, Cin = 0, Cout = 0, S = e802fc4b
a = 33b278c3, b = 2923b07c, Cin = 0, Cout = 0, S = 5cd6293f
a = 33b278c3, b = 2e9feadc, Cin = 0, Cout = 0, S = 6252639f
a = 33b278c3, b = f3391327, Cin = 0, Cout = 1, S = 26eb8bea
a = 33b278c3, b = 62fd14a5, Cin = 0, Cout = 0, S = 96af8d68
a = 33b278c3, b = d0f29a5b, Cin = 0, Cout = 1, S = 04a5131e
a = 33b278c3, b = 2360e2c1, Cin = 0, Cout = 0, S = 57135b84
a = 33b278c3, b = be7fa709, Cin = 0, Cout = 0, S = f2321fcc
a = 33b278c3, b = 6cc8f43c, Cin = 0, Cout = 0, S = a07b6cff
a = 33b278c3, b = 02bca031, Cin = 0, Cout = 0, S = 366f18f4
a = 33b278c3, b = a40a0df1, Cin = 0, Cout = 0, S = d7bc86b4
a = 33b278c3, b = b1921498, Cin = 0, Cout = 0, S = e5448d5b
a = 33b278c3, b = 90de4f58, Cin = 0, Cout = 0, S = c490c81b
a = 33b278c3, b = bbd44d10, Cin = 0, Cout = 0, S = ef86c5d3
a = 33b278c3, b = 641400b3, Cin = 0, Cout = 0, S = 97c67976
a = 33b278c3, b = aadb2c18, Cin = 0, Cout = 0, S = de8da4db
a = 33b278c3, b = 4b364f61, Cin = 0, Cout = 0, S = 7ee8c824
a = 33b278c3, b = 1430c55d, Cin = 0, Cout = 0, S = 47e33e20
a = 33b278c3, b = 365a463f, Cin = 0, Cout = 0, S = 6a0cbf02
a = 33b278c3, b = 38e6d312, Cin = 0, Cout = 0, S = 6c994bd5
a = 33b278c3, b = 4d9384e9, Cin = 0, Cout = 0, S = 8145fdac
a = 33b278c3, b = 6e7969bb, Cin = 0, Cout = 0, S = a22be27e
a = 33b278c3, b = 5a0090e2, Cin = 0, Cout = 0, S = 8db309a5
a = 33b278c3, b = f79548e7, Cin = 0, Cout = 1, S = 2b47c1aa
a = 33b278c3, b = f8da31b7, Cin = 0, Cout = 1, S = 2c8caa7a
a = 33b278c3, b = d3f902b6, Cin = 0, Cout = 1, S = 07ab7b79
a = 33b278c3, b = 17479f9b, Cin = 0, Cout = 0, S = 4afa185e
a = 33b278c3, b = afe62522, Cin = 0, Cout = 0, S = e3989de5
a = 33b278c3, b = d6580ac2, Cin = 0, Cout = 1, S = 0a0a8385
a = 33b278c3, b = c7b09cf5, Cin = 0, Cout = 0, S = fb6315b8
a = 33b278c3, b = d01b45ea, Cin = 0, Cout = 1, S = 03cdbead
a = 33b278c3, b = 5bb4054a, Cin = 0, Cout = 0, S = 8f667e0d
a = 33b278c3, b = 46cab7fb, Cin = 0, Cout = 0, S = 7a7d30be
a = 33b278c3, b = 01afc5f2, Cin = 0, Cout = 0, S = 35623eb5
a = 33b278c3, b = d60ff0ae, Cin = 0, Cout = 1, S = 09c26971
a = 33b278c3, b = 1c48c2e0, Cin = 0, Cout = 0, S = 4ffb3ba3
a = 33b278c3, b = 9136cd04, Cin = 0, Cout = 0, S = c4e945c7
a = 33b278c3, b = 2a8a3b80, Cin = 0, Cout = 0, S = 5e3cb443
a = 33b278c3, b = 4068f5de, Cin = 0, Cout = 0, S = 741b6ea1
a = 33b278c3, b = b469dcff, Cin = 0, Cout = 0, S = e81c55c2
a = 33b278c3, b = 1d62204b, Cin = 0, Cout = 0, S = 5114990e
a = 33b278c3, b = eba8454b, Cin = 0, Cout = 1, S = 1f5abe0e
a = 33b278c3, b = ed8fc5f5, Cin = 0, Cout = 1, S = 21423eb8
a = 33b278c3, b = ec03ab1d, Cin = 0, Cout = 1, S = 1fb623e0
a = 33b278c3, b = 61c1a992, Cin = 0, Cout = 0, S = 95742255
a = 33b278c3, b = 61a3a813, Cin = 0, Cout = 0, S = 955620d6
a = 33b278c3, b = 6faec648, Cin = 0, Cout = 0, S = a3613f0b
a = 33b278c3, b = 1f79af1d, Cin = 0, Cout = 0, S = 532c27e0
a = 33b278c3, b = c76a69a5, Cin = 0, Cout = 0, S = fb1ce268
a = 33b278c3, b = 308f4b4b, Cin = 0, Cout = 0, S = 6441c40e
a = 33b278c3, b = 27f8eb5e, Cin = 0, Cout = 0, S = 5bab6421
a = 33b278c3, b = 3fdd76cc, Cin = 0, Cout = 0, S = 738fef8f
a = 33b278c3, b = 608e3420, Cin = 0, Cout = 0, S = 9440ace3
a = 33b278c3, b = 16122bea, Cin = 0, Cout = 0, S = 49c4a4ad
a = 33b278c3, b = 3a354c1e, Cin = 0, Cout = 0, S = 6de7c4e1
a = 33b278c3, b = 001c91c2, Cin = 0, Cout = 0, S = 33cf0a85
a = 33b278c3, b = 53a5f236, Cin = 0, Cout = 0, S = 87586af9
a = 33b278c3, b = 21cc01c6, Cin = 0, Cout = 0, S = 557e7a89
a = 33b278c3, b = 6ae02c17, Cin = 0, Cout = 0, S = 9e92a4da
a = 33b278c3, b = 3928c908, Cin = 0, Cout = 0, S = 6cdb41cb
a = 33b278c3, b = 3cf312ca, Cin = 0, Cout = 0, S = 70a58b8d
a = 33b278c3, b = c7f6d3dc, Cin = 0, Cout = 0, S = fba94c9f
a = 33b278c3, b = d231a019, Cin = 0, Cout = 1, S = 05e418dc
a = 627ecaf3, b = 000fd750, Cin = 0, Cout = 0, S = 628ea243
a = 627ecaf3, b = 00046831, Cin = 0, Cout = 0, S = 62833324
a = 627ecaf3, b = 000d8e15, Cin = 0, Cout = 0, S = 628c5908
a = 627ecaf3, b = aa21deaf, Cin = 0, Cout = 1, S = 0ca0a9a2
a = 627ecaf3, b = 33b278c3, Cin = 0, Cout = 0, S = 963143b6
a = 627ecaf3, b = 627ecaf3, Cin = 0, Cout = 0, S = c4fd95e6
a = 627ecaf3, b = 34d72f2d, Cin = 0, Cout = 0, S = 9755fa20
a = 627ecaf3, b = e2e08ab9, Cin = 0, Cout = 1, S = 455f55ac
a = 627ecaf3, b = 2f2bb91f, Cin = 0, Cout = 0, S = 91aa8412
a = 627ecaf3, b = 758e1030, Cin = 0, Cout = 0, S = d80cdb23
a = 627ecaf3, b = fb5d968d, Cin = 0, Cout = 1, S = 5ddc6180
a = 627ecaf3, b = 3e4aff0f, Cin = 0, Cout = 0, S = a0c9ca02
a = 627ecaf3, b = ff2394c7, Cin = 0, Cout = 1, S = 61a25fba
a = 627ecaf3, b = ce62f445, Cin = 0, Cout = 1, S = 30e1bf38
a = 627ecaf3, b = 52448c87, Cin = 0, Cout = 0, S = b4c3577a
a = 627ecaf3, b = dbd68233, Cin = 0, Cout = 1, S = 3e554d26
a = 627ecaf3, b = 43612820, Cin = 0, Cout = 0, S = a5dff313
a = 627ecaf3, b = ed72357f, Cin = 0, Cout = 1, S = 4ff10072
a = 627ecaf3, b = c9cf911c, Cin = 0, Cout = 1, S = 2c4e5c0f
a = 627ecaf3, b = f2332a08, Cin = 0, Cout = 1, S = 54b1f4fb
a = 627ecaf3, b = 9a071031, Cin = 0, Cout = 0, S = fc85db24
a = 627ecaf3, b = ceda8cdd, Cin = 0, Cout = 1, S = 315957d0
a = 627ecaf3, b = 15f57248, Cin = 0, Cout = 0, S = 78743d3b
a = 627ecaf3, b = 08e09e65, Cin = 0, Cout = 0, S = 6b5f6958
a = 627ecaf3, b = 87cefc84, Cin = 0, Cout = 0, S = ea4dc777
a = 627ecaf3, b = 17b0d618, Cin = 0, Cout = 0, S = 7a2fa10b
a = 627ecaf3, b = dfaa6851, Cin = 0, Cout = 1, S = 42293344
a = 627ecaf3, b = ed3e55e9, Cin = 0, Cout = 1, S = 4fbd20dc
a = 627ecaf3, b = e3b77c09, Cin = 0, Cout = 1, S = 463646fc
a = 627ecaf3, b = e8210362, Cin = 0, Cout = 1, S = 4a9fce55
a = 627ecaf3, b = bf4a55f3, Cin = 0, Cout = 1, S = 21c920e6
a = 627ecaf3, b = 740ef8da, Cin = 0, Cout = 0, S = d68dc3cd
a = 627ecaf3, b = 9755e11a, Cin = 0, Cout = 0, S = f9d4ac0d
a = 627ecaf3, b = 1d63ec61, Cin = 0, Cout = 0, S = 7fe2b754
a = 627ecaf3, b = 79260977, Cin = 0, Cout = 0, S = dba4d46a
a = 627ecaf3, b = 04095c7e, Cin = 0, Cout = 0, S = 66882771
a = 627ecaf3, b = ea50f8c7, Cin = 0, Cout = 1, S = 4ccfc3ba
a = 627ecaf3, b = de4f6266, Cin = 0, Cout = 1, S = 40ce2d59
a = 627ecaf3, b = f108a503, Cin = 0, Cout = 1, S = 53876ff6
a = 627ecaf3, b = e1c38706, Cin = 0, Cout = 1, S = 444251f9
a = 627ecaf3, b = b4508388, Cin = 0, Cout = 1, S = 16cf4e7b
a = 627ecaf3, b = 2923b07c, Cin = 0, Cout = 0, S = 8ba27b6f
a = 627ecaf3, b = 2e9feadc, Cin = 0, Cout = 0, S = 911eb5cf
a = 627ecaf3, b = f3391327, Cin = 0, Cout = 1, S = 55b7de1a
a = 627ecaf3, b = 62fd14a5, Cin = 0, Cout = 0, S = c57bdf98
a = 627ecaf3, b = d0f29a5b, Cin = 0, Cout = 1, S = 3371654e
a = 627ecaf3, b = 2360e2c1, Cin = 0, Cout = 0, S = 85dfadb4
a = 627ecaf3, b = be7fa709, Cin = 0, Cout = 1, S = 20fe71fc
a = 627ecaf3, b = 6cc8f43c, Cin = 0, Cout = 0, S = cf47bf2f
a = 627ecaf3, b = 02bca031, Cin = 0, Cout = 0, S = 653b6b24
a = 627ecaf3, b = a40a0df1, Cin = 0, Cout = 1, S = 0688d8e4
a = 627ecaf3, b = b1921498, Cin = 0, Cout = 1, S = 1410df8b
a = 627ecaf3, b = 90de4f58, Cin = 0, Cout = 0, S = f35d1a4b
a = 627ecaf3, b = bbd44d10, Cin = 0, Cout = 1, S = 1e531803
a = 627ecaf3, b = 641400b3, Cin = 0, Cout = 0, S = c692cba6
a = 627ecaf3, b = aadb2c18, Cin = 0, Cout = 1, S = 0d59f70b
a = 627ecaf3, b = 4b364f61, Cin = 0, Cout = 0, S = adb51a54
a = 627ecaf3, b = 1430c55d, Cin = 0, Cout = 0, S = 76af9050
a = 627ecaf3, b = 365a463f, Cin = 0, Cout = 0, S = 98d91132
a = 627ecaf3, b = 38e6d312, Cin = 0, Cout = 0, S = 9b659e05
a = 627ecaf3, b = 4d9384e9, Cin = 0, Cout = 0, S = b0124fdc
a = 627ecaf3, b = 6e7969bb, Cin = 0, Cout = 0, S = d0f834ae
a = 627ecaf3, b = 5a0090e2, Cin = 0, Cout = 0, S = bc7f5bd5
a = 627ecaf3, b = f79548e7, Cin = 0, Cout = 1, S = 5a1413da
a = 627ecaf3, b = f8da31b7, Cin = 0, Cout = 1, S = 5b58fcaa
a = 627ecaf3, b = d3f902b6, Cin = 0, Cout = 1, S = 3677cda9
a = 627ecaf3, b = 17479f9b, Cin = 0, Cout = 0, S = 79c66a8e
a = 627ecaf3, b = afe62522, Cin = 0, Cout = 1, S = 1264f015
a = 627ecaf3, b = d6580ac2, Cin = 0, Cout = 1, S = 38d6d5b5
a = 627ecaf3, b = c7b09cf5, Cin = 0, Cout = 1, S = 2a2f67e8
a = 627ecaf3, b = d01b45ea, Cin = 0, Cout = 1, S = 329a10dd
a = 627ecaf3, b = 5bb4054a, Cin = 0, Cout = 0, S = be32d03d
a = 627ecaf3, b = 46cab7fb, Cin = 0, Cout = 0, S = a94982ee
a = 627ecaf3, b = 01afc5f2, Cin = 0, Cout = 0, S = 642e90e5
a = 627ecaf3, b = d60ff0ae, Cin = 0, Cout = 1, S = 388ebba1
a = 627ecaf3, b = 1c48c2e0, Cin = 0, Cout = 0, S = 7ec78dd3
a = 627ecaf3, b = 9136cd04, Cin = 0, Cout = 0, S = f3b597f7
a = 627ecaf3, b = 2a8a3b80, Cin = 0, Cout = 0, S = 8d090673
a = 627ecaf3, b = 4068f5de, Cin = 0, Cout = 0, S = a2e7c0d1
a = 627ecaf3, b = b469dcff, Cin = 0, Cout = 1, S = 16e8a7f2
a = 627ecaf3, b = 1d62204b, Cin = 0, Cout = 0, S = 7fe0eb3e
a = 627ecaf3, b = eba8454b, Cin = 0, Cout = 1, S = 4e27103e
a = 627ecaf3, b = ed8fc5f5, Cin = 0, Cout = 1, S = 500e90e8
a = 627ecaf3, b = ec03ab1d, Cin = 0, Cout = 1, S = 4e827610
a = 627ecaf3, b = 61c1a992, Cin = 0, Cout = 0, S = c4407485
a = 627ecaf3, b = 61a3a813, Cin = 0, Cout = 0, S = c4227306
a = 627ecaf3, b = 6faec648, Cin = 0, Cout = 0, S = d22d913b
a = 627ecaf3, b = 1f79af1d, Cin = 0, Cout = 0, S = 81f87a10
a = 627ecaf3, b = c76a69a5, Cin = 0, Cout = 1, S = 29e93498
a = 627ecaf3, b = 308f4b4b, Cin = 0, Cout = 0, S = 930e163e
a = 627ecaf3, b = 27f8eb5e, Cin = 0, Cout = 0, S = 8a77b651
a = 627ecaf3, b = 3fdd76cc, Cin = 0, Cout = 0, S = a25c41bf
a = 627ecaf3, b = 608e3420, Cin = 0, Cout = 0, S = c30cff13
a = 627ecaf3, b = 16122bea, Cin = 0, Cout = 0, S = 7890f6dd
a = 627ecaf3, b = 3a354c1e, Cin = 0, Cout = 0, S = 9cb41711
a = 627ecaf3, b = 001c91c2, Cin = 0, Cout = 0, S = 629b5cb5
a = 627ecaf3, b = 53a5f236, Cin = 0, Cout = 0, S = b624bd29
a = 627ecaf3, b = 21cc01c6, Cin = 0, Cout = 0, S = 844accb9
a = 627ecaf3, b = 6ae02c17, Cin = 0, Cout = 0, S = cd5ef70a
a = 627ecaf3, b = 3928c908, Cin = 0, Cout = 0, S = 9ba793fb
a = 627ecaf3, b = 3cf312ca, Cin = 0, Cout = 0, S = 9f71ddbd
a = 627ecaf3, b = c7f6d3dc, Cin = 0, Cout = 1, S = 2a759ecf
a = 627ecaf3, b = d231a019, Cin = 0, Cout = 1, S = 34b06b0c
a = 34d72f2d, b = 000fd750, Cin = 0, Cout = 0, S = 34e7067d
a = 34d72f2d, b = 00046831, Cin = 0, Cout = 0, S = 34db975e
a = 34d72f2d, b = 000d8e15, Cin = 0, Cout = 0, S = 34e4bd42
a = 34d72f2d, b = aa21deaf, Cin = 0, Cout = 0, S = def90ddc
a = 34d72f2d, b = 33b278c3, Cin = 0, Cout = 0, S = 6889a7f0
a = 34d72f2d, b = 627ecaf3, Cin = 0, Cout = 0, S = 9755fa20
a = 34d72f2d, b = 34d72f2d, Cin = 0, Cout = 0, S = 69ae5e5a
a = 34d72f2d, b = e2e08ab9, Cin = 0, Cout = 1, S = 17b7b9e6
a = 34d72f2d, b = 2f2bb91f, Cin = 0, Cout = 0, S = 6402e84c
a = 34d72f2d, b = 758e1030, Cin = 0, Cout = 0, S = aa653f5d
a = 34d72f2d, b = fb5d968d, Cin = 0, Cout = 1, S = 3034c5ba
a = 34d72f2d, b = 3e4aff0f, Cin = 0, Cout = 0, S = 73222e3c
a = 34d72f2d, b = ff2394c7, Cin = 0, Cout = 1, S = 33fac3f4
a = 34d72f2d, b = ce62f445, Cin = 0, Cout = 1, S = 033a2372
a = 34d72f2d, b = 52448c87, Cin = 0, Cout = 0, S = 871bbbb4
a = 34d72f2d, b = dbd68233, Cin = 0, Cout = 1, S = 10adb160
a = 34d72f2d, b = 43612820, Cin = 0, Cout = 0, S = 7838574d
a = 34d72f2d, b = ed72357f, Cin = 0, Cout = 1, S = 224964ac
a = 34d72f2d, b = c9cf911c, Cin = 0, Cout = 0, S = fea6c049
a = 34d72f2d, b = f2332a08, Cin = 0, Cout = 1, S = 270a5935
a = 34d72f2d, b = 9a071031, Cin = 0, Cout = 0, S = cede3f5e
a = 34d72f2d, b = ceda8cdd, Cin = 0, Cout = 1, S = 03b1bc0a
a = 34d72f2d, b = 15f57248, Cin = 0, Cout = 0, S = 4acca175
a = 34d72f2d, b = 08e09e65, Cin = 0, Cout = 0, S = 3db7cd92
a = 34d72f2d, b = 87cefc84, Cin = 0, Cout = 0, S = bca62bb1
a = 34d72f2d, b = 17b0d618, Cin = 0, Cout = 0, S = 4c880545
a = 34d72f2d, b = dfaa6851, Cin = 0, Cout = 1, S = 1481977e
a = 34d72f2d, b = ed3e55e9, Cin = 0, Cout = 1, S = 22158516
a = 34d72f2d, b = e3b77c09, Cin = 0, Cout = 1, S = 188eab36
a = 34d72f2d, b = e8210362, Cin = 0, Cout = 1, S = 1cf8328f
a = 34d72f2d, b = bf4a55f3, Cin = 0, Cout = 0, S = f4218520
a = 34d72f2d, b = 740ef8da, Cin = 0, Cout = 0, S = a8e62807
a = 34d72f2d, b = 9755e11a, Cin = 0, Cout = 0, S = cc2d1047
a = 34d72f2d, b = 1d63ec61, Cin = 0, Cout = 0, S = 523b1b8e
a = 34d72f2d, b = 79260977, Cin = 0, Cout = 0, S = adfd38a4
a = 34d72f2d, b = 04095c7e, Cin = 0, Cout = 0, S = 38e08bab
a = 34d72f2d, b = ea50f8c7, Cin = 0, Cout = 1, S = 1f2827f4
a = 34d72f2d, b = de4f6266, Cin = 0, Cout = 1, S = 13269193
a = 34d72f2d, b = f108a503, Cin = 0, Cout = 1, S = 25dfd430
a = 34d72f2d, b = e1c38706, Cin = 0, Cout = 1, S = 169ab633
a = 34d72f2d, b = b4508388, Cin = 0, Cout = 0, S = e927b2b5
a = 34d72f2d, b = 2923b07c, Cin = 0, Cout = 0, S = 5dfadfa9
a = 34d72f2d, b = 2e9feadc, Cin = 0, Cout = 0, S = 63771a09
a = 34d72f2d, b = f3391327, Cin = 0, Cout = 1, S = 28104254
a = 34d72f2d, b = 62fd14a5, Cin = 0, Cout = 0, S = 97d443d2
a = 34d72f2d, b = d0f29a5b, Cin = 0, Cout = 1, S = 05c9c988
a = 34d72f2d, b = 2360e2c1, Cin = 0, Cout = 0, S = 583811ee
a = 34d72f2d, b = be7fa709, Cin = 0, Cout = 0, S = f356d636
a = 34d72f2d, b = 6cc8f43c, Cin = 0, Cout = 0, S = a1a02369
a = 34d72f2d, b = 02bca031, Cin = 0, Cout = 0, S = 3793cf5e
a = 34d72f2d, b = a40a0df1, Cin = 0, Cout = 0, S = d8e13d1e
a = 34d72f2d, b = b1921498, Cin = 0, Cout = 0, S = e66943c5
a = 34d72f2d, b = 90de4f58, Cin = 0, Cout = 0, S = c5b57e85
a = 34d72f2d, b = bbd44d10, Cin = 0, Cout = 0, S = f0ab7c3d
a = 34d72f2d, b = 641400b3, Cin = 0, Cout = 0, S = 98eb2fe0
a = 34d72f2d, b = aadb2c18, Cin = 0, Cout = 0, S = dfb25b45
a = 34d72f2d, b = 4b364f61, Cin = 0, Cout = 0, S = 800d7e8e
a = 34d72f2d, b = 1430c55d, Cin = 0, Cout = 0, S = 4907f48a
a = 34d72f2d, b = 365a463f, Cin = 0, Cout = 0, S = 6b31756c
a = 34d72f2d, b = 38e6d312, Cin = 0, Cout = 0, S = 6dbe023f
a = 34d72f2d, b = 4d9384e9, Cin = 0, Cout = 0, S = 826ab416
a = 34d72f2d, b = 6e7969bb, Cin = 0, Cout = 0, S = a35098e8
a = 34d72f2d, b = 5a0090e2, Cin = 0, Cout = 0, S = 8ed7c00f
a = 34d72f2d, b = f79548e7, Cin = 0, Cout = 1, S = 2c6c7814
